variant,attrs,threads,offered_ops_s,tput_ops_s,loss_pct
quent-log/grpc,8,8,4046289.6015977534,583232.435725842,0
quent-log/msgpack,8,8,3886725.7618961954,1502666.5622072981,0
quent-log/ndjson,8,8,3245503.2011534,1343719.8181212877,0
quent-log/noop,8,8,3886337.8697227454,,
quent-log/postcard,8,8,3380628.472152649,1832733.246984473,0
quent-span/grpc,8,8,3575929.753849463,375578.8160154626,0
quent-span/msgpack,8,8,4301691.761377785,1316781.304549723,0
quent-span/ndjson,8,8,3501540.8670647154,1262521.9905843597,0
quent-span/noop,8,8,3848052.430822609,,
quent-span/postcard,8,8,4098599.8779104967,1602925.7125865764,0
tracing-log/file,8,8,3805275.2306010583,1916398.4528590327,49.63837471077408
tracing-span/file,8,8,2063319.4442222936,1594644.5657166576,22.714605817243626
otel-log/grpc,8,16,28751106.558213655,66829.86589837585,99.76755723901249
otel-log/noop,8,16,19701531.25817367,,
otel-span/grpc,8,16,9168474.510290803,52082.15337063397,99.43194308592803
otel-span/noop,8,16,7576010.654689256,,
quent-log/grpc,8,16,3845720.7736210353,617550.965931598,0
quent-log/msgpack,8,16,3646370.2642034637,1530155.7248891678,0
quent-log/ndjson,8,16,3772358.056526171,1587622.7923729003,0
quent-log/noop,8,16,3737850.3999498994,,
quent-log/postcard,8,16,3782796.693657898,1966672.8987253036,0
quent-span/grpc,8,16,3781525.266796156,383496.5892183429,0
quent-span/msgpack,8,16,3853043.139154543,1390828.3062400536,0
quent-span/ndjson,8,16,3831846.1746737114,1303770.1198782728,0
quent-span/noop,8,16,3963137.7854106934,,
quent-span/postcard,8,16,3706368.8849323974,1644563.8761815357,0
tracing-log/file,8,16,6346671.1462317845,1949090.3493872744,69.2895644901263
tracing-span/file,8,16,3808445.591424694,1575134.2037134604,58.64102122765993
otel-log/grpc,8,32,26188921.722085547,107238.64607209335,99.59051904767176
otel-log/noop,8,32,20696547.051214445,,
otel-span/grpc,8,32,9377298.522388127,41268.149830048,99.55991430014176
otel-span/noop,8,32,10083350.640144289,,
quent-log/grpc,8,32,3880085.100820092,639808.5596562302,0
quent-log/msgpack,8,32,3971938.6506271837,1542099.9893423156,0
quent-log/ndjson,8,32,3852037.856202491,1607899.1480118663,0
quent-log/noop,8,32,4033078.09662509,,
quent-log/postcard,8,32,3958111.44902696,1927546.4120528204,0
quent-span/grpc,8,32,2898517.568117152,378104.3481921774,0
quent-span/msgpack,8,32,3229298.6151353107,1233955.3840627396,0
quent-span/ndjson,8,32,2789146.2060037674,1082830.4428278245,0
quent-span/noop,8,32,4229354.547459952,,
quent-span/postcard,8,32,3337855.0643950603,1270777.5771464256,0
tracing-log/file,8,32,5797143.239116626,1752788.9863898002,69.7646079440864
tracing-span/file,8,32,4957064.767687197,1485464.0015323923,70.0333953428359
otel-log/grpc,16,1,561434.5590579645,136170.33162908535,75.74600112654863
otel-log/noop,16,1,260372.2616013614,,
otel-span/grpc,16,1,1013868.9218388312,135271.24148938796,86.65791616888211
otel-span/noop,16,1,417484.02410806,,
quent-log/grpc,16,1,690218.2953402672,316528.9490648201,0
quent-log/msgpack,16,1,308405.2385454142,273544.31425700657,0
quent-log/ndjson,16,1,542665.3674668074,428399.7463938618,0
quent-log/noop,16,1,2009927.5749732382,,
quent-log/postcard,16,1,341170.055625879,320019.7735353767,0
quent-span/grpc,16,1,688309.671550942,255550.75635920212,0
quent-span/msgpack,16,1,262350.84213562397,239599.87040158018,0
quent-span/ndjson,16,1,513788.01768303505,391245.34463448793,0
quent-span/noop,16,1,1831322.7878356457,,
quent-span/postcard,16,1,338196.3161069371,309912.30320906744,0
tracing-log/file,16,1,296627.1974700633,296627.1687420839,0.000009684877055882168
tracing-span/file,16,1,180702.94861735537,180702.93744984004,0.000006180040457159919
otel-log/grpc,16,2,1416389.0461513516,112289.55321955714,92.07212499103454
otel-log/noop,16,2,945215.9963784163,,
otel-span/grpc,16,2,2167133.066390144,127065.58644280635,94.13669661482933
otel-span/noop,16,2,1476314.1621073307,,
quent-log/grpc,16,2,1883389.2271305793,368953.75922514475,0
quent-log/msgpack,16,2,1145996.3424793293,731488.5607803614,0
quent-log/ndjson,16,2,1232978.3721556065,689487.9204758698,0
quent-log/noop,16,2,3672834.0774066676,,
quent-log/postcard,16,2,1181443.4735413522,826472.9531864342,0
quent-span/grpc,16,2,1303416.9698898974,286914.80542293546,0
quent-span/msgpack,16,2,906777.8815229908,610595.847237322,0
quent-span/ndjson,16,2,1299225.2619073289,647364.260878646,0
quent-span/noop,16,2,3417709.4655047758,,
quent-span/postcard,16,2,854530.4879799812,632102.727782875,0
tracing-log/file,16,2,585462.3167716971,585462.1947469823,0.000020842454129255117
tracing-span/file,16,2,358795.9455836413,358795.9037449237,0.000011660866883200782
otel-log/grpc,16,4,3041139.8233417384,129768.71897320687,95.73289205655098
otel-log/noop,16,4,2110371.7169383783,,
otel-span/grpc,16,4,4160243.2857022365,114946.40382204523,97.23702687732016
otel-span/noop,16,4,3125323.5735395416,,
quent-log/grpc,16,4,3058639.087717337,386437.3277444139,0
quent-log/msgpack,16,4,2166368.3384296806,991611.1678422878,0
quent-log/ndjson,16,4,2276956.063991268,861027.2168524849,0
quent-log/noop,16,4,7028898.465544371,,
quent-log/postcard,16,4,2278765.774152199,1167859.3532499424,0
quent-span/grpc,16,4,2240524.5845962674,272514.51955180056,0
quent-span/msgpack,16,4,1675665.5646643701,761513.5029392604,0
quent-span/ndjson,16,4,2460265.0434920425,806679.2981351244,0
quent-span/noop,16,4,6291790.168609123,,
quent-span/postcard,16,4,2068322.1321211,995099.888330786,0
tracing-log/file,16,4,1235102.529087645,1235101.9364396264,0.00004798371022740611
tracing-span/file,16,4,713915.9379560703,713915.7720565817,0.000023237958390875946
otel-log/grpc,16,8,6887390.426138171,76044.49303634466,98.89588816182469
otel-log/noop,16,8,5893250.688350097,,
otel-span/grpc,16,8,6823105.859842632,125338.93073748585,98.16302233451825
otel-span/noop,16,8,6711714.396095141,,
quent-log/grpc,16,8,3679993.735767463,387378.47204460314,0
quent-log/msgpack,16,8,3466585.84853304,1078252.1623883469,0
quent-log/ndjson,16,8,3251833.481678454,926518.1687787735,0
quent-log/noop,16,8,4400740.359434517,,
quent-log/postcard,16,8,4040429.605304089,1484240.5296053402,0
quent-span/grpc,16,8,3568474.613632511,300406.2252042308,0
quent-span/msgpack,16,8,2759701.659085308,868380.0933935062,0
quent-span/ndjson,16,8,3326237.1888082875,861031.6721257417,0
quent-span/noop,16,8,4956854.288665745,,
quent-span/postcard,16,8,3060014.2619614718,969248.5429228499,0
tracing-log/file,16,8,2344869.503902724,1547794.1951782939,33.99230990883731
tracing-span/file,16,8,1389839.4435167927,1124117.457292922,19.11889804706497
otel-log/grpc,16,16,12845372.40385229,119640.81782231841,99.06860763502318
otel-log/noop,16,16,11145561.857051894,,
otel-span/grpc,16,16,9653301.763690088,34610.32145976666,99.64146649191109
otel-span/noop,16,16,9356597.327418964,,
quent-log/grpc,16,16,3676115.2619619407,405360.41839661484,0
quent-log/msgpack,16,16,3287870.3282880657,1088904.8654825594,0
quent-log/ndjson,16,16,2969401.165781256,928209.5560645936,0
quent-log/noop,16,16,3850009.1120090657,,
quent-log/postcard,16,16,3858688.223465093,1503211.1299273309,0
quent-span/grpc,16,16,3644608.715382342,305657.2312660954,0
quent-span/msgpack,16,16,3583232.256771328,931544.0334902748,0
quent-span/ndjson,16,16,3316064.5898484644,843455.1202089412,0
quent-span/noop,16,16,3962045.293915584,,
quent-span/postcard,16,16,3473933.629087599,1065142.0694587324,0
tracing-log/file,16,16,4141956.848004223,1604434.9407884586,61.26384219667702
tracing-span/file,16,16,2145194.218569437,903007.3067535092,57.90556869225125
otel-log/grpc,16,32,15522496.587437335,52695.86178447931,99.66051941781629
otel-log/noop,16,32,7973109.571733987,,
otel-span/grpc,16,32,8947034.072743816,121965.48413661873,98.63680541344787
otel-span/noop,16,32,9053735.563824302,,
quent-log/grpc,16,32,3677183.5021867803,408496.47237724223,0
quent-log/msgpack,16,32,3659947.2651740364,1158568.3606219986,0
quent-log/ndjson,16,32,3575360.746793322,968649.1149071148,0
quent-log/noop,16,32,4116496.784916186,,
quent-log/postcard,16,32,3457865.823678629,1456582.804987113,0
quent-span/grpc,16,32,3013162.118872958,300539.3048142181,0
quent-span/msgpack,16,32,3665003.7146003773,907054.1017888549,0
quent-span/ndjson,16,32,2066799.050726223,746978.0550859773,0
quent-span/noop,16,32,4282228.728935551,,
quent-span/postcard,16,32,2906174.0107696443,1132455.2937849157,0
tracing-log/file,16,32,4950213.585751786,1732521.555791845,65.00107468537182
tracing-span/file,16,32,3285104.3657289343,1183715.8917998583,63.967175467887984
otel-log/grpc,32,1,404654.73426303064,101089.0151490328,75.0184523769037
otel-log/noop,32,1,196303.70039602052,,
otel-span/grpc,32,1,684821.5132569461,81285.09246281686,88.13047036501048
otel-span/noop,32,1,248104.207066754,,
quent-log/grpc,32,1,171054.39094538114,132660.46246946097,0
quent-log/msgpack,32,1,165334.726568512,154435.06688395728,0
quent-log/ndjson,32,1,304018.89051534893,250975.09398798607,0
quent-log/noop,32,1,850555.5157327827,,
quent-log/postcard,32,1,165040.85585231337,158541.45070426047,0
quent-span/grpc,32,1,371626.8106116243,176091.08510853222,0
quent-span/msgpack,32,1,157378.23793607412,145242.78127874192,0
quent-span/ndjson,32,1,305243.52653325937,239610.04320397187,0
quent-span/noop,32,1,777286.6315579483,,
quent-span/postcard,32,1,156555.4258883849,146522.65580381767,0
tracing-log/file,32,1,180699.89812470425,180699.8875126576,0.000005872746344781632
tracing-span/file,32,1,114090.0627105636,114090.05847367922,0.000003713631380186655
otel-log/grpc,32,2,879888.6471352791,81660.98853332756,90.71916784024916
otel-log/noop,32,2,600496.1678251653,,
otel-span/grpc,32,2,1566438.3809859944,76053.84488506788,95.14479178956303
otel-span/noop,32,2,975972.8475140637,,
quent-log/grpc,32,2,532378.3478002496,207154.61380567073,0
quent-log/msgpack,32,2,638035.6863721088,406527.478709853,0
quent-log/ndjson,32,2,826356.7011935685,427558.60618393036,0
quent-log/noop,32,2,1623520.1322775367,,
quent-log/postcard,32,2,625883.3328138137,451219.5123409429,0
quent-span/grpc,32,2,817425.2101504168,179504.60529947362,0
quent-span/msgpack,32,2,496103.6574380908,331929.2524033045,0
quent-span/ndjson,32,2,767695.9931728243,396671.67490307667,0
quent-span/noop,32,2,1487143.4496898535,,
quent-span/postcard,32,2,631564.2634328158,434828.38884634856,0
tracing-log/file,32,2,328471.46092414536,328471.4259127081,0.000010658897775517318
tracing-span/file,32,2,231227.27628899785,231227.25880559976,0.000007561131354361095
otel-log/grpc,32,4,1907338.0208873618,85166.83266246754,95.53478032054093
otel-log/noop,32,4,1388294.2352273732,,
otel-span/grpc,32,4,3232412.752525135,64709.21484000778,97.99811410874253
otel-span/noop,32,4,2565638.075465773,,
quent-log/grpc,32,4,1202523.2299619552,229186.00719395553,0
quent-log/msgpack,32,4,1446169.0383820818,594770.711844656,0
quent-log/ndjson,32,4,1593258.4036545944,479817.9852696862,0
quent-log/noop,32,4,3028870.507639651,,
quent-log/postcard,32,4,1296492.3014429754,675824.3842101687,0
quent-span/grpc,32,4,1690883.790353281,183471.63964324692,0
quent-span/msgpack,32,4,1272943.1121513145,456477.3709391053,0
quent-span/ndjson,32,4,1583863.9037191435,492894.26511654624,0
quent-span/noop,32,4,2818305.6590161435,,
quent-span/postcard,32,4,1274630.3823312083,558446.5439622009,0
tracing-log/file,32,4,646395.5413228278,646395.4044844501,0.000021169449504476745
tracing-span/file,32,4,452723.18190043437,452723.11508404504,0.000014758773569933936
otel-log/grpc,32,8,3302879.518072886,71468.02141218306,97.83619048102965
otel-log/noop,32,8,2982847.8686035946,,
otel-span/grpc,32,8,5597913.834407994,64509.37310814822,98.8476176122677
otel-span/noop,32,8,5410409.18578406,,
quent-log/grpc,32,8,2957683.169873276,241363.0572686585,0
quent-log/msgpack,32,8,2620875.0453896243,718148.8359038613,0
quent-log/ndjson,32,8,2986042.389833878,545685.6923577557,0
quent-log/noop,32,8,5725717.6494261725,,
quent-log/postcard,32,8,2890044.557016304,909940.7287949242,0
quent-span/grpc,32,8,2871158.627165781,184871.91166839362,0
quent-span/msgpack,32,8,2453788.0790244215,577751.8523445853,0
quent-span/ndjson,32,8,2805955.8174365344,514324.0390533145,0
quent-span/noop,32,8,5384493.603937737,,
quent-span/postcard,32,8,2417708.048068968,689608.1057093949,0
tracing-log/file,32,8,1369515.6960758853,1225984.6786430688,10.480421498204095
tracing-span/file,32,8,963750.0185533925,963749.8485804425,0.000017636622229311172
otel-log/grpc,32,16,7516668.701428884,55334.61253247306,99.26384127423424
otel-log/noop,32,16,5049180.533147012,,
otel-span/grpc,32,16,8359301.678148621,69041.18917925218,99.1740794645595
otel-span/noop,32,16,8361149.204506887,,
quent-log/grpc,32,16,3332557.136342184,221435.7138383121,0
quent-log/msgpack,32,16,3876642.9195732838,735271.0152695669,0
quent-log/ndjson,32,16,3739549.872289043,575851.7036656295,0
quent-log/noop,32,16,3868372.625441774,,
quent-log/postcard,32,16,3629071.004982502,927695.3583664,0
quent-span/grpc,32,16,3701784.7396256234,196483.95207777194,0
quent-span/msgpack,32,16,3751761.69363482,625537.9878865826,0
quent-span/ndjson,32,16,3258580.6036078706,537298.0310033166,0
quent-span/noop,32,16,3842693.1462654974,,
quent-span/postcard,32,16,2898708.477394253,701379.1104878174,0
tracing-log/file,32,16,2333106.1972791567,1214449.9458871027,47.94707813543244
tracing-span/file,32,16,1681700.6514670365,934949.4366632637,44.40452670053627
otel-log/grpc,32,32,8405265.207739849,61250.290994450865,99.2712866342629
otel-log/noop,32,32,6890281.116889351,,
otel-span/grpc,32,32,8577823.571727935,37297.80067086042,99.5651834016056
otel-span/noop,32,32,8935532.208161587,,
quent-log/grpc,32,32,3932895.5749188657,245861.16606200373,0
quent-log/msgpack,32,32,4060528.775700548,750583.4084052473,0
quent-log/ndjson,32,32,3585173.087908254,572342.1156234764,0
quent-log/noop,32,32,4208196.826354277,,
quent-log/postcard,32,32,3938103.1938513103,937429.7390551643,0
quent-span/grpc,32,32,3258412.709638189,189916.05297391137,0
quent-span/msgpack,32,32,2822768.345597716,611037.0551512984,0
quent-span/ndjson,32,32,2229384.3746664943,487311.0382312005,0
quent-span/noop,32,32,4189336.2999978694,,
quent-span/postcard,32,32,2860504.043381821,713714.9543974971,0
tracing-log/file,32,32,2984132.540676509,751264.1529879129,74.82470558034933
tracing-span/file,32,32,2262429.324323842,542953.9163284193,76.00128717874144
